Date,Transaction Description,Category,Amount,Type
2024-09-17,Pending invoice loan bill order maintenance.,Travel,1956.82,Expense
2024-09-17,Bus order salary standard premium.,Entertainment,1091.48,Expense
2024-09-17,Personal often.,Travel,801.78,Expense
2024-09-17,True help.,Utilities,117.75,Expense
2024-09-17,Daily renewal phone.,Food & Drink,480.89,Expense
2024-09-17,Digital personal economy mortgage clinic.,Salary,750.94,Income
2024-09-17,Standard bonus premium.,Utilities,944.79,Expense
2024-09-18,Monthly invoice processed.,Rent,304.83,Expense
2024-09-18,Automatic equipment material total bill.,Entertainment,1396.54,Expense
2024-09-18,Bus adjustment insurance internet.,Health & Fitness,1872.26,Expense
2024-09-18,Artist sort area.,Salary,1879.91,Income
2024-09-18,Food grocery delivery digital gym online monthly.,Health & Fitness,854.01,Expense
2024-09-19,Processed entertainment personal mortgage purchase credit.,Salary,774.6,Income
2024-09-19,Fuel booking.,Utilities,641.84,Expense
2024-09-19,Electricity total hotel credit.,Salary,791.97,Income
2024-09-19,Balance debit order automatic business taxi.,Shopping,997.73,Expense
2024-09-19,Project household platform personal.,Utilities,709.43,Expense
2024-09-19,Invoice fuel pending mortgage delivery deal.,Utilities,621.39,Expense
2024-09-19,Parking material financial clinic maintenance.,Investment,2194.12,Income
2024-09-19,Mortgage transfer budget restaurant.,Salary,1371.65,Income
2024-09-19,Tools platform train.,Other,4455.62,Income
2024-09-20,Food payment transfer hardware weekly.,Other,1834.75,Income
2024-09-20,Digital standard savings grocery.,Rent,1277.24,Expense
2024-09-20,Credit transfer fee order.,Utilities,1440.98,Expense
2024-09-20,Priority water.,Rent,1103.15,Expense
2024-09-21,Reward priority phone restaurant insurance grocery grocery.,Salary,566.82,Income
2024-09-21,Big argue.,Other,3725.0,Income
2024-09-21,Balance freelance debit health express invoice adjustment.,Travel,983.75,Expense
2024-09-21,Client vendor.,Entertainment,915.6,Expense
2024-09-21,Credit daily freelance savings internet.,Health & Fitness,949.06,Expense
2024-09-22,Store fee monthly standard booking bonus.,Salary,836.81,Income
2024-09-22,System processed service delivery adjustment special pharmacy.,Food & Drink,1347.72,Expense
2024-09-22,Booking express digital debit booking.,Travel,1020.23,Expense
2024-09-22,Gross payment financial insurance train support delivery.,Utilities,439.38,Expense
2024-09-22,Sure i pay.,Utilities,919.82,Expense
2024-09-22,Personal utility gym express.,Other,4091.79,Income
2024-09-23,Ten skin perhaps.,Other,3085.0,Income
2024-09-23,Fuel subscription store bus bonus system.,Investment,4411.97,Income
2024-09-24,Mortgage phone personal store vendor household shop.,Travel,1950.32,Expense
2024-09-24,Less into per big.,Food & Drink,1351.47,Expense
2024-09-24,Renewal travel software pending hardware.,Travel,1074.05,Expense
2024-09-24,Package vendor discount.,Rent,911.0,Expense
2024-09-24,Service account grocery gross.,Shopping,1055.09,Expense
2024-09-24,Mall project credit renewal parking special investment.,Investment,2808.71,Income
2024-09-25,Renewal parking train balance payment gross.,Entertainment,1278.44,Expense
2024-09-25,Shop pending material.,Entertainment,1446.07,Expense
2024-09-25,Mortgage investment grocery invoice adjustment bonus.,Travel,327.73,Expense
2024-09-25,Fee debit maintenance credit.,Other,3443.98,Income
2024-09-25,Service freelance app transfer utility tax.,Food & Drink,1098.08,Expense
2024-09-25,Interest reward regular electricity pending bus.,Shopping,979.63,Expense
2024-09-25,Household payment investment.,Investment,2824.29,Income
2024-09-25,Military onto blue activity.,Rent,657.62,Expense
2024-09-26,Gross credit charge travel.,Entertainment,1565.39,Expense
2024-09-26,Credit entertainment pharmacy food hardware payment.,Travel,1472.99,Expense
2024-09-26,Taxi bus.,Salary,1923.22,Income
2024-09-26,Smile cover of pm eight.,Travel,382.43,Expense
2024-09-26,Electricity investment material.,Utilities,629.62,Expense
2024-09-26,Food debit shop priority renewal restaurant digital.,Shopping,317.36,Expense
2024-09-26,Net health store platform purchase package.,Entertainment,1306.09,Expense
2024-09-26,Right know during someone.,Travel,947.98,Expense
2024-09-27,Find job where.,Health & Fitness,375.99,Expense
2024-09-27,On must certainly.,Shopping,1404.42,Expense
2024-09-27,Fuel charge flight.,Utilities,953.2,Expense
2024-09-28,Electricity processed tax invoice credit support.,Travel,1266.59,Expense
2024-09-28,Order train.,Shopping,1563.25,Expense
2024-09-28,Market weekly transfer.,Rent,882.81,Expense
2024-09-28,Special material.,Entertainment,1116.13,Expense
2024-09-29,Shop contract monthly maintenance transfer.,Rent,320.78,Expense
2024-09-29,Economy automatic material package standard bonus.,Travel,1207.85,Expense
2024-09-29,Plan processed.,Entertainment,1184.49,Expense
2024-09-30,Fuel debit priority service booking.,Salary,884.1,Income
2024-09-30,Loan restaurant.,Shopping,460.3,Expense
2024-09-30,Savings express.,Entertainment,765.91,Expense
2024-09-30,Advance express.,Entertainment,887.51,Expense
2024-09-30,Charge account daily booking online app direct.,Entertainment,590.68,Expense
2024-09-30,Weekly utility market.,Salary,1045.76,Income
2024-10-01,Tax phone plan store financial.,Travel,503.68,Expense
2024-10-01,Market personal equipment loan.,Rent,853.95,Expense
2024-10-01,Net processed financial system.,Health & Fitness,585.37,Expense
2024-10-01,Discount charge total tax material.,Shopping,1254.23,Expense
2024-10-01,Travel priority online advance support.,Entertainment,398.76,Expense
2024-10-01,Owner fact wife.,Shopping,566.46,Expense
2024-10-01,Payment plan maintenance market.,Other,1419.73,Income
2024-10-01,Network digital purchase grocery.,Rent,931.38,Expense
2024-10-01,Price certain down standard nice.,Investment,2372.0,Income
2024-10-01,Store tools travel parking business shop maintenance.,Investment,4344.97,Income
2024-10-02,Country little reality level.,Shopping,400.17,Expense
2024-10-02,Order total gym deposit monthly.,Health & Fitness,1156.55,Expense
2024-10-02,Gas with policy cut.,Travel,1610.13,Expense
2024-10-02,Restaurant advance.,Entertainment,1872.17,Expense
2024-10-02,Gross pending payment mortgage tools interest.,Health & Fitness,1720.66,Expense
2024-10-02,Deal premium tools package priority investment equipment.,Salary,1351.75,Income
2024-10-02,Management charge transfer restaurant hardware.,Other,2647.7,Income
2024-10-03,Order direct water.,Rent,637.75,Expense
2024-10-03,Pending water water.,Utilities,433.81,Expense
2024-10-03,Network internet market total market gym system.,Health & Fitness,1884.4,Expense
2024-10-03,Parking business.,Food & Drink,1048.93,Expense
2024-10-03,Hospital fee software premium.,Food & Drink,719.63,Expense
2024-10-03,Special payment priority project grocery fuel travel.,Food & Drink,1052.55,Expense
2024-10-03,Not friend federal forget bit.,Utilities,951.24,Expense
2024-10-04,Booking deposit regular gross internet loan.,Entertainment,1286.17,Expense
2024-10-04,Lose shoulder spring.,Other,4486.0,Income
2024-10-04,Detail about development discover.,Other,4592.0,Income
2024-10-04,Equipment delivery loan advance internet fee tax.,Salary,463.46,Income
2024-10-04,Debit annual equipment hotel renewal.,Travel,751.53,Expense
2024-10-04,Support reward standard.,Food & Drink,1667.9,Expense
2024-10-05,Network savings net gym internet.,Rent,1115.64,Expense
2024-10-05,Plan internet tax bus advance subscription shop.,Investment,3150.07,Income
2024-10-05,Booking utility subscription bill premium.,Entertainment,755.65,Expense
2024-10-05,Parking support online annual advance.,Shopping,430.27,Expense
2024-10-06,Maintenance deal discount order.,Utilities,742.48,Expense
2024-10-06,Gym store hotel utility economy.,Rent,121.58,Expense
2024-10-07,Booking digital.,Entertainment,484.51,Expense
2024-10-07,Payment digital credit health.,Rent,865.3,Expense
2024-10-07,Hundred step according.,Food & Drink,802.82,Expense
2024-10-07,Water premium plan annual clinic gross health.,Rent,483.73,Expense
2024-10-07,Bonus store express direct processed special.,Health & Fitness,1357.22,Expense
2024-10-08,Grocery network account.,Shopping,1082.78,Expense
2024-10-08,Vendor savings charge parking.,Health & Fitness,681.1,Expense
2024-10-08,Tax premium mall credit.,Travel,1106.75,Expense
2024-10-08,Salary bus monthly deal contract vendor budget.,Food & Drink,1887.78,Expense
2024-10-08,Freelance financial financial utility reward project transfer.,Utilities,672.42,Expense
2024-10-08,Group never.,Food & Drink,438.78,Expense
2024-10-08,Hotel hotel standard standard contract digital.,Entertainment,888.09,Expense
2024-10-08,Processed water.,Investment,1860.17,Income
2024-10-09,Credit annual store regular booking system.,Investment,2915.83,Income
2024-10-09,Special debit freelance salary weekly.,Entertainment,487.02,Expense
2024-10-09,Account food health insurance.,Rent,646.01,Expense
2024-10-09,Processed express.,Investment,2662.72,Income
2024-10-09,Deposit renewal.,Food & Drink,1988.96,Expense
2024-10-09,Discount financial renewal monthly.,Travel,972.71,Expense
2024-10-09,Key place tree.,Rent,905.21,Expense
2024-10-09,Total financial digital deposit electricity management.,Investment,2609.97,Income
2024-10-10,Processed maintenance phone booking parking.,Travel,891.25,Expense
2024-10-10,Wish current.,Health & Fitness,727.01,Expense
2024-10-10,Grocery processed hardware flight reward business.,Health & Fitness,580.29,Expense
2024-10-10,Taxi software parking.,Investment,4080.77,Income
2024-10-10,Despite energy company.,Travel,694.84,Expense
2024-10-10,Clinic investment equipment.,Other,4499.0,Income
2024-10-10,Purchase management.,Rent,1332.23,Expense
2024-10-10,Pending taxi freelance service.,Entertainment,1113.93,Expense
2024-10-10,Client vendor hardware contract tools.,Entertainment,1591.15,Expense
2024-10-10,Parking order deposit digital processed store balance.,Health & Fitness,1358.73,Expense
2024-10-11,Restaurant booking processed financial clinic net phone.,Utilities,599.79,Expense
2024-10-11,Condition again successful.,Health & Fitness,1736.06,Expense
2024-10-11,Balance credit delivery express standard net.,Shopping,513.97,Expense
2024-10-11,Fee household total service.,Investment,3420.33,Income
2024-10-11,Order personal.,Shopping,686.25,Expense
2024-10-11,Internet credit weekly subscription express.,Health & Fitness,527.45,Expense
2024-10-11,Net household bus market system clinic mall.,Travel,597.22,Expense
2024-10-12,Bill credit order pending fuel freelance bill.,Salary,1248.79,Income
2024-10-12,Story case.,Entertainment,1157.94,Expense
2024-10-12,Mall interest order system discount.,Utilities,1406.46,Expense
2024-10-12,Platform maintenance train water.,Investment,3657.17,Income
2024-10-12,Plan invoice equipment.,Food & Drink,1477.7,Expense
2024-10-12,Plan water weekly hotel mall budget tax.,Travel,1220.72,Expense
2024-10-13,Salary management loan bill service special.,Utilities,936.96,Expense
2024-10-13,Budget market delivery charge discount business total.,Investment,2379.75,Income
2024-10-13,Mall bus weekly charge annual fuel invoice.,Travel,1045.39,Expense
2024-10-13,Pharmacy economy software fuel.,Rent,1265.16,Expense
2024-10-13,Digital pharmacy financial.,Travel,892.14,Expense
2024-10-13,Processed utility savings financial platform bus standard.,Food & Drink,1269.87,Expense
2024-10-14,Shop software shop budget fuel client.,Utilities,1350.92,Expense
2024-10-14,Premium budget.,Food & Drink,1214.89,Expense
2024-10-14,System travel.,Rent,389.82,Expense
2024-10-14,Bus tax automatic network.,Salary,1082.71,Income
2024-10-14,Pharmacy hospital processed grocery net.,Travel,1251.78,Expense
2024-10-15,Budget economy equipment priority market.,Entertainment,1854.02,Expense
2024-10-15,Plan freelance delivery.,Shopping,810.46,Expense
2024-10-15,Very figure drive special.,Utilities,1958.95,Expense
2024-10-15,Regular financial booking freelance network.,Rent,1841.89,Expense
2024-10-15,Subscription grocery loan online market tax.,Food & Drink,1045.54,Expense
2024-10-15,Personal balance market contract online.,Entertainment,752.03,Expense
2024-10-16,Flight restaurant network daily gym daily.,Salary,1746.85,Income
2024-10-16,Weekly priority payment.,Health & Fitness,211.32,Expense
2024-10-16,Taxi grocery flight budget.,Food & Drink,121.02,Expense
2024-10-16,Mall balance discount reward deposit maintenance.,Investment,2744.45,Income
2024-10-16,Mall debit renewal gym automatic weekly.,Travel,309.53,Expense
2024-10-16,Tax freelance flight utility payment package taxi.,Utilities,1362.12,Expense
2024-10-17,Mall subscription business bill market.,Investment,2265.41,Income
2024-10-17,Some court her.,Salary,1780.37,Income
2024-10-17,With young think there assume.,Health & Fitness,1349.65,Expense
2024-10-17,Weekly bill travel electricity network.,Utilities,1811.39,Expense
2024-10-17,Annual advance client utility order.,Other,3098.44,Income
2024-10-17,Daily adjustment charge special market clinic invoice.,Shopping,437.93,Expense
2024-10-18,Outside with each animal.,Travel,932.87,Expense
2024-10-18,Online freelance balance flight water platform.,Entertainment,574.26,Expense
2024-10-18,Adjustment restaurant.,Travel,1135.35,Expense
2024-10-19,Weekly business tools electricity service.,Food & Drink,337.09,Expense
2024-10-19,Bus investment personal service electricity household.,Other,3254.27,Income
2024-10-19,Phone salary.,Other,4190.94,Income
2024-10-19,Annual fee automatic transfer renewal clinic.,Other,2267.34,Income
2024-10-19,Hospital parking app personal.,Investment,657.68,Income
2024-10-19,Take family chance.,Utilities,1284.76,Expense
2024-10-19,Household equipment order fuel.,Utilities,604.93,Expense
2024-10-19,Picture evidence.,Shopping,1266.23,Expense
2024-10-20,Phone grocery.,Rent,1924.01,Expense
2024-10-20,System standard budget network.,Health & Fitness,1053.25,Expense
2024-10-20,Investment standard market hospital.,Utilities,1863.03,Expense
2024-10-20,Credit standard renewal adjustment deposit support priority.,Utilities,554.92,Expense
2024-10-20,Mortgage plan payment maintenance.,Food & Drink,231.22,Expense
2024-10-21,Meet seem population.,Health & Fitness,640.59,Expense
2024-10-21,Material service fee freelance digital annual flight.,Other,3130.24,Income
